Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_027596085.1	Afim_UVic_2022	Anoplopoma fimbria	653543715	28583	22517	639
GCF_014529535.1	BU_Bcop_v1	Bradysia coprophila	309728657	20106	16546	249
GCF_949316205.1	fPlaFle2.1	Platichthys flesus	597120941	44791	22239	6292
GCF_024139115.2	GZ_Asu_2	Armigeres subalbatus	1335741332	26462	19040	1352
GCF_001040885.1	S_ratti_ED321	Strongyloides ratti	43150242	12446	12445	1
GCF_963082655.1	idStoCalc2.1	Stomoxys calcitrans	1070934565	18462	15178	143
GCF_021184085.1	OgorEven_v1.0	Oncorhynchus gorbuscha	2690266878	59869	40846	4472
GCF_015708825.1	ASM1570882v1	Lethenteron reissneri	1063012140	24131	19027	888
GCF_963854185.1	fSarPil1.1	Sardina pilchardus	869396467	44556	26477	305
GCF_002078875.1	NumMel1.0	Numida meleagris	1043247365	21846	16083	133
GCF_000165445.2	Mmur_3.0	Microcebus murinus	2487392024	31964	20522	4114
GCF_000242695.1	LepOcu1	Lepisosteus oculatus	945861706	21482	18784	117
GCF_022045245.1	ASM2204524v1	Lucilia cuprina	409159265	15856	13927	144
GCF_002237135.1	ASM223713v2	Teleopsis dalmanni	623660103	28488	25647	469
GCF_021869965.1	sRhiTyp1.1	Rhincodon typus	2881325413	25546	20753	804
GCF_023343835.1	bLagMut1 primary	Lagopus muta	1026755127	20110	16078	229
GCF_028769735.1	RI_Zleu_2.0	Zonotrichia leucophrys gambelii	1123996003	19936	16563	292
GCF_949987535.1	mBalAcu1.1	Balaenoptera acutorostrata	2772885358	29837	20286	3997
GCF_030028045.1	mHipAmp2.hap2	Hippopotamus amphibius kiboko	2538242855	32857	22139	4665
GCF_022605725.1	icAntGran1.3	Anthonomus grandis grandis	697452952	17324	13112	207
GCF_021613505.1	UCLA_HA_Equagga_1.0	Equus quagga	2500914156	27599	21070	2225
GCF_029407905.1	PCC_UOA_SB_1v2	Bubalus kerabau	2898492518	40636	21871	4726
GCF_028018385.1	mNeoNeb1.pri	Neofelis nebulosa	2468345093	36852	20501	3810
GCF_027574615.1	DD_ASM_mEF_20220401	Eptesicus fuscus	2008057866	30977	20078	5131
GCF_033115175.1	mLepTim1.pri	Lepus europaeus	2930954587	30833	21467	5947
GCF_026419965.1	mKogBre1 haplotype 1	Kogia breviceps	2555838840	28055	18980	3490
GCF_027406575.1	mNycCou1.pri	Nycticebus coucang	2917154053	38900	22137	9539
GCF_019393635.1	mDroGli1.pri	Dromiciops gliroides	3303199800	31081	21870	6021
GCF_943737925.1	idAnoNiliSN_F5_01	Anopheles nili	195220701	12354	11009	121
GCF_020740605.2	mLemCat1.pri	Lemur catta	2245584463	30858	19990	3545
GCF_028858705.1	bGruAme1.mat	Grus americana	1257821324	20835	17399	263
GCF_025231255.1	RU_DBia_V1.1	Drosophila biarmipes	193597863	17058	14472	373
GCF_009650485.2	ASM965048v2	Drosophila albomicans	167525814	15605	14002	245
GCF_023638135.1	bFalBia1.pri	Falco biarmicus	1285492283	19520	15891	209
GCF_932274485.2	xgPatVulg1.2	Patella vulgata	695367781	25061	16057	183
GCF_020740725.1	bCorHaw1.pri.cur	Corvus hawaiiensis	1151594481	21647	16414	145
GCF_943734655.1	idSabCyanKW18_F2	Sabethes cyaneus	676043992	14156	13094	257
GCF_020740685.1	mJacJac1.mat.Y.cur	Jaculus jaculus	2863848715	35105	20913	8011
GCF_019097595.1	SWU_Hwy_1.0	Hemibagrus wyckioides	789799567	29308	23273	843
GCF_009819795.1	bAytFul2.pri	Aythya fuligula	1126988109	17219	15578	142
GCF_017976325.1	fCheRos1.pri	Chelmon rostratus	644191893	24046	22040	270
GCF_026419915.1	bHarHar1 primary haplotype	Harpia harpyja	1351447071	20830	16803	174
GCF_907165205.1	icCocSept1.1	Coccinella septempunctata	398849173	16932	14769	47
GCF_026979565.1	bVidCha1 merged haplotype	Vidua chalybeata	1080440577	21003	16658	174
GCF_020497125.1	ASM2049712v1	Mauremys mutica	2484351270	35641	23281	1165
GCF_030936135.1	bGavSte3.hap2	Gavia stellata	1321270170	17980	16399	297
GCF_012460135.2	BPBGC_Mater_1.1	Molothrus ater	1087219985	18259	16046	208
GCF_019740435.1	SWU_Gaff_1.0	Gambusia affinis	680149392	28138	23148	257
GCF_015220715.1	fPygNat1.pri	Pygocentrus nattereri	1222050449	30575	25548	657
GCF_009650955.1	bCorMon1.pri	Corvus moneduloides	1112734094	20781	16167	101
GCF_012432095.1	ASM1243209v1	Onychostoma macrolepis	886569841	34189	26202	1058
GCF_016746245.2	Prin_Dsan_1.1	Drosophila santomea	146800522	15485	14138	190
GCF_036250125.1	bDixPip1.hap1	Pseudopipra pipra	1165201947	24218	17114	290
GCF_030273125.1	C.striata_1.0	Centropristis striata	926021963	35338	24680	963
GCF_020745735.1	sHemOce1.pat.X.cur.	Hemiscyllium ocellatum	3983466396	31963	19215	1103
GCF_030490865.1	bPoeAtr1.hap1	Poecile atricapillus	1251116877	20627	17743	265
GCF_009769625.2	bCygOlo1.pri.v2	Cygnus olor	1134169903	23209	16150	103
GCF_033807715.1	fColSai1.1	Cololabis saira	1146345828	46644	23923	920
GCF_900324485.2	fMasArm1.2	Mastacembelus armatus	591935101	25164	22267	359
GCF_009764565.3	rDerCor1.pri.v4	Dermochelys coriacea	2164762090	27589	18775	740
GCF_004126475.2	mPhyDis1.pri.v3	Phyllostomus discolor	2108832841	31980	19754	5208
GCF_009873245.2	mBalMus1.pri.v3	Balaenoptera musculus	2374852541	27194	19686	2934
GCF_016859285.1	ASM1685928v1	Xiphias gladius	691763775	24723	21362	401
GCF_963921805.1	bPhaCar2.1	Phalacrocorax carbo	1283623959	20814	16906	158
GCF_009769535.1	rThaEle1.pri	Thamnophis elegans	1672190305	21688	18900	603
GCF_900246225.1	fAstCal1.2	Astatotilapia calliptera	880428986	31331	26070	982
GCF_011100635.1	mTriVul1.pri	Trichosurus vulpecula	3359330516	31401	22532	6798
GCF_963924245.1	bChrRid1.1	Chroicocephalus ridibundus	1417554307	19454	16778	148
GCF_905171765.1	aBufBuf1.1	Bufo bufo	5044744194	32600	21517	2267
GCF_034640455.1	iyDiaLong2	Diachasmimorpha longicaudata	194452999	13460	11577	180
GCF_949987515.1	mDelDel1.1	Delphinus delphis	2663516986	27436	19091	3509
GCF_009829125.3	fPerMag1.2.pri	Periophthalmus magnuspinnatus	752605561	24362	21848	260
GCF_945859685.1	idEupCoro1.1	Eupeodes corollae	648195582	15947	13690	287
GCF_912470025.1	iVesVel2.1	Vespa velutina	193976845	11659	10059	58
GCF_963691925.1	fScoSco1.1	Scomber scombrus	764141294	30420	22929	379
GCF_034702125.1	IST_EnEncr_1.0	Engraulis encrasicolus	1435183673	35487	27663	538
GCF_902459465.1	eAstRub1.3	Asterias rubens	417601740	19938	16079	361
GCF_963422355.1	ooCorCand1.1	Corticium candelabrum	185491545	22547	20197	202
GCF_017589495.1	AALO_Geno_1.1	Alosa alosa	854447983	28608	23478	769
GCF_950295315.1	mEriEur2.1	Erinaceus europaeus	2720683831	31885	20879	3380
GCF_964019385.1	ocSycCili1.1	Sycon ciliatum	539574681	26717	20530	208
GCF_000247815.1	FicAlb1.5	Ficedula albicollis	1118326800	16880	15400	82
GCF_006386435.1	YSFRI_EMoa_1.0	Epinephelus moara	1030460988	26752	23735	353
GCF_006229205.1	meerkat_22Aug2017_6uvM2_HiC	Suricata suricatta	2353578744	35499	19608	4794
GCF_021292245.1	ASM2129224v1	Micropterus dolomieu	829570727	31328	24663	486
GCF_024542745.1	ASM2454274v1	Macaca thibetana thibetana	2822383045	35380	21402	6092
GCF_015220805.1	bPogPus1.pri	Pogoniulus pusillus	1272338968	20096	15465	117
GCF_005870125.1	lonStrDom2	Lonchura striata domestica	1060252993	18674	15577	102
GCF_023053635.1	rElgMul1.1.pri	Elgaria multicarinata webbii	1790500004	21748	19563	730
GCF_027887155.1	rMalTer1.hap1	Malaclemys terrapin pileata	2211221380	26235	20938	933
GCF_020826845.1	mDicBic1.mat.cur	Diceros bicornis minor	3005519209	30368	21434	3351
GCF_000738735.6	ASM73873v6	Corvus cornix cornix	1030864775	17944	14435	68
GCF_015832195.1	Motacilla_alba_V1.0_pri	Motacilla alba alba	1072653902	18047	15594	85
GCF_032445375.1	Brsri_v3	Bacillus rossius redtenbacheri	1605073380	19298	14448	469
GCF_028017835.1	rEmyOrb1.hap1	Emys orbicularis	2309740635	22788	19783	1098
GCF_022837055.1	UM_Priviv_1.0	Prionailurus viverrinus	2461545606	30894	20111	3730
GCF_023091745.1	Takin1.1	Budorcas taxicolor	2851638285	28399	20434	3024
GCF_027172205.1	rPodRaf1.pri	Podarcis raffonei	1513131503	26204	20895	706
GCF_021461395.2	iqSchAmer2.1	Schistocerca americana	8990354198	81274	17662	7227
GCF_028564815.1	mEubGla1.1.hap2.+ XY	Eubalaena glacialis	2843675187	30922	20149	4589
GCF_943734725.1	idAnoMarsDA_429_01	Anopheles marshallii	225712104	13358	11720	437
GCF_036172605.1	aPelFus1.pri	Pelobates fuscus	3606456729	49915	20977	9276
GCF_013377495.2	CAtr_DNAZoo_HiC_assembly	Cygnus atratus	1124217020	18459	15671	201
GCF_943734705.1	idAnoCousDA_361_x.2	Anopheles coustani	269983652	14493	12032	221
GCF_943734765.1	idAnoZiCoDA_A2_x.2	Anopheles ziemanni	269983652	14085	11791	211
GCF_020740795.1	bApuApu2.pri.cur	Apus apus	1100361224	16724	14765	112
GCF_028640845.1	ASM2864084v1	Ahaetulla prasina	1772420080	21369	18292	502
GCF_026250575.1	icDioCari1.1	Diorhabda carinulata	415369604	13668	11977	121
GCF_943734695.1	idAnoMacuDA_375_x	Anopheles maculipalpis	224059441	12929	11533	344
GCF_027358695.1	aSpeBom1.2.pri	Spea bombifrons	987655159	42958	19086	3065
GCF_015220235.1	mChoDid1.pri	Choloepus didactylus	3214686105	41055	23549	12279
GCF_008692025.1	mPhoSin1.pri	Phocoena sinus	2371524154	26497	19069	3152
GCF_030265055.1	RoL_Dexc_1.0	Doryrhamphus excisus	519378276	46324	20644	7143
GCF_009829145.1	bChiLan1.pri	Chiroxiphia lanceolata	1089631598	20299	15873	110
GCF_021018895.1	ASM2101889v1	Seriola aureovittata	647095223	27343	22542	256
GCF_905147365.1	ilAriAges1.1	Aricia agestis	435265205	15412	12987	154
GCF_009764475.1	sPriPec2.1.pri	Pristis pectinata	2267840987	21162	17434	351
GCF_024500275.1	UOR_Pequ_1.1	Phycodurus eques	666479602	23146	19538	291
GCF_018320785.1	ASM1832078v1	Cheilinus undulatus	1173455521	26354	23316	418
GCF_901933205.1	STF_HiC	Camarhynchus parvulus	1051609828	16830	15747	194
GCF_028500815.1	bRisTri1.patW.cur.20221130	Rissa tridactyla	1353621101	19635	16534	218
GCF_001444195.1	X_couchianus-1.0	Xiphophorus couchianus	688524871	28980	22784	294
GCF_027579695.1	fNeoGra1.pri	Neoarius graeffei	2341916362	37430	24873	4562
GCF_017639655.2	bFalNau1.pat	Falco naumanni	1215702009	19775	16079	218
GCF_905333055.1	ilManJurt1.1	Maniola jurtina	402038846	17227	13777	131
GCF_014805685.1	ASM1480568v1	Silurus meridionalis	742579920	28655	22599	386
GCF_905147045.1	ilAglIoxx1.1	Nymphalis io	384156914	13823	12136	233
GCF_037043105.1	ilVanTame1 primary haplotype	Vanessa tameamea	363368026	13538	11875	153
GCF_026230105.1	icDioSubl1.1	Diorhabda sublineata	456219552	13047	11704	151
GCF_900963305.1	fEcheNa1.1	Echeneis naucrates	544212633	27253	21288	333
GCF_905147765.1	ilVanAtal1.2	Vanessa atalanta	370420815	14188	12431	168
GCF_027579445.1	bAmmNel1.pri	Ammospiza nelsoni	1185463352	18165	15799	325
GCF_901709675.1	fSynAcu1.2	Syngnathus acus	324331233	24927	19551	274
GCF_014743375.2	RU_Dsub_v1.1	Drosophila subpulchrella	265153789	17912	15028	403
GCF_028018845.1	bMelGeo1.pri	Melospiza georgiana	1162015399	17000	15448	298
GCF_024500385.1	UOR_Ptae_1.2	Phyllopteryx taeniolatus	652157009	25499	19926	231
GCF_910592395.1	tnLinLong1.2	Lineus longissimus	391165532	21203	17976	129
GCF_004027225.2	bStrHab1.2.pri	Strigops habroptila	1148597545	19379	16053	165
GCF_015846415.1	ASM1584641v1	Triplophysa dalaica	607923607	33608	24283	671
GCF_033458585.1	RoL_Styp_1.0	Syngnathus typhle	435284570	28904	20226	471
GCF_003676215.2	ASM367621v3	Rhopalosiphum maidis	326023155	13624	12060	703
GCF_027791375.1	UM_Iind_1.1	Indicator indicator	1147325966	15060	14393	115
GCF_912999745.1	ilPapMach1.1	Papilio machaon	252114018	14718	13379	101
GCF_905475465.1	ilPieNapi1.2	Pieris napi	319186907	15372	12810	202
GCF_027887145.1	bAmmCau1.pri	Ammospiza caudacuta	1241209685	18099	16439	366
GCF_021464435.1	ULB_Chis1_1.0	Cataglyphis hispanica	206388925	11502	10468	201
GCF_021018805.1	Cam_Psub_1.2	Prinia subflava	1119947663	19289	16306	248
GCF_029582105.1	OMel1.0	Oenanthe melanoleuca	1036256795	18947	16429	321
GCF_024509145.1	ASM2450914v1	Vidua macroura	1123252761	20373	16296	140
GCF_003331165.1	Xiphophorus_hellerii-4.1	Xiphophorus hellerii	732889490	30259	23921	295
GCF_025201925.1	rGopFla2.mat.asm	Gopherus flavomarginatus	2460542086	29021	20882	1402
GCF_009834535.1	BCGSAC_Cfer_1.0	Camelus ferus	2087077296	33358	20222	2346
GCF_036588685.1	PNRI_Mtr1.1.1.hap1	Mytilus trossulus	1298571991	47780	34235	739
GCF_027409825.1	fScoJap1.pri	Scomber japonicus	828681152	32314	23573	457
GCF_943734755.1	idAnoMoucSN_F20_07	Anopheles moucheti	271316723	14232	11872	582
GCF_947179515.1	mApoSyl1.1	Apodemus sylvaticus	2889785202	34626	22444	6268
GCF_023856365.1	BBRACH_0.4	Brienomyrus brachyistius	988088817	48042	25637	1265
GCF_023078275.1	LegGlyc_1.1	Leguminivora glycinivorella	657423512	18197	15681	134
GCF_009762535.1	fNotCel1.pri	Notolabrus celidotus	846744125	28408	22740	147
GCF_963662255.1	bCinCin1.1	Cinclus cinclus	1170837027	17187	16099	197
GCF_963506605.1	rZooViv1.1	Zootoca vivipara	1440239386	22823	20197	491
GCF_017654505.1	ASM1765450v1	Polyodon spathula	1542066908	37231	30722	1569
GCF_963576545.1	fLimLim1.1	Limanda limanda	717580706	33112	22769	702
GCF_963455315.1	mGloMel1.1	Globicephala melas	2651276051	29282	19163	3557
GCF_963514075.1	fConCon1.1	Conger conger	1136402888	37124	26618	1106
GCF_026151205.1	MBARI_Bmic_1.0	Bolinopsis microptera	265435384	15959	14118	71
GCF_963259705.1	mMyoDau2.1	Myotis daubentonii	2127807131	32043	21049	5875
GCF_025200985.1	Dgunungcola_SK_2	Drosophila gunungcola	189841955	15233	13887	153
GCF_910589235.1	iyVesCrab1.2	Vespa crabro	229313526	11725	10204	105
GCF_903995425.1	mOncTor1.1	Onychomys torridus	2468394440	28999	20942	4226
GCF_902806685.1	iAphHyp1.1	Maniola hyperantus	408137179	15601	13005	34
GCF_963675165.1	odHalPani1.1	Halichondria panicea	131456761	21762	17301	352
GCF_018831695.1	ASM1883169v1	Puntigrus tetrazona	730801986	40303	25865	6593
GCF_029633865.1	fLamInc1.hap2	Lampris incognitus	1482357630	27751	20934	1290
GCF_019320065.1	ASM1932006v1	Cervus canadensis	2526613007	35756	22348	4037
GCF_004329235.1	PodMur_1.0	Podarcis muralis	1511002858	26732	21258	1146
GCF_026930045.1	Udiv.v.3.1	Uloborus diversus	2151890133	19348	15750	193
GCF_026213295.1	NIFS_Gcha_1.0	Gadus chalcogrammus	629920150	37220	23523	1082
GCF_013339745.2	BIME_Dsil_1.4	Dermacentor silvarum	2474293395	36100	23419	1856
GCF_003255815.1	Tgel_1.0	Theropithecus gelada	2889614139	32585	20683	6781
GCF_963678635.1	txSymRosc1.1	Symsagittifera roscoffensis	753507827	19399	13514	204
GCF_022355385.1	MUSNIG.SB6536	Mustela nigripes	2498532951	30655	20269	4217
GCF_028533385.1	Panthera_onca_HiC	Panthera onca	2380242927	35206	21071	3731
GCF_014905685.2	NemWhi1	Nematolebias whitei	1218316901	23454	21341	412
GCF_907164935.1	iOsmBic2.1	Osmia bicornis bicornis	222969496	12706	11362	76
GCF_027244095.1	rHemCap1.1.pri	Hemicordylus capensis	2294751221	31139	21239	693
GCF_018350155.1	O.geoffroyi_Oge1_pat1.0	Leopardus geoffroyi	2426370816	35984	20127	3604
GCF_030435805.1	mMusLut2.pri	Mustela lutreola	2586268927	33402	20701	4328
GCF_027409185.1	mCynVol1.pri	Cynocephalus volans	2814418120	31559	21694	6175
GCF_033118175.1	ASM3311817v1	Dama dama	3104280228	34584	22157	4563
GCF_035149785.1	rCanAsp1.hap2	Candoia aspera	1530810380	20506	18397	501
GCF_016432865.1	AdamAnt_v2	Antechinus flavipes	3192643918	27226	20412	2104
GCF_025265405.1	mMesDen1 primary haplotype	Mesoplodon densirostris	2683375131	27868	19759	3874
GCF_032452875.1	ARS-OSU_banteng_1.0	Bos javanicus	2972795249	35317	21582	3900
GCF_033978685.1	RoL_Nlum_1.0	Nerophis lumbriciformis	3157240560	54580	41901	1461
GCF_028023285.1	mBalRic1.hap2	Balaenoptera ricei	2678442663	30387	19788	4049
GCF_009829155.1	mMusErm1.Pri	Mustela erminea	2445200799	34309	20934	4280
GCF_023558435.1	ASM2355843v2	Drosophila sulfurigaster albostrigata	168251146	16105	14253	192
GCF_950005125.1	mChiNiv1.1	Chionomys nivalis	2393390621	28844	22222	3709
GCF_029931775.1	rEulEur1.hap1	Euleptes europaea	1781916107	21512	18633	645
GCF_013368585.1	fMegCyp1.pri	Megalops cyprinoides	959241634	27986	25356	330
GCF_027744805.1	RoL_Ddac_1.1	Dunckerocampus dactyliophorus	670648883	27331	20539	240
GCF_027744825.2	RoL_Sspl_1.0	Synchiropus splendidus	582881826	25748	21404	118
GCF_963921235.1	sMobHyp1.1	Mobula hypostoma	3475679493	23970	18916	1061
GCF_902459505.1	aGeoSer1.1	Geotrypetes seraphini	3779413726	24027	19223	789
GCF_023558535.2	ASM2355853v2	Drosophila nasuta	171766801	15660	14230	125
GCF_963556715.1	ilCydFagi1.1	Cydia fagiglandana	555051570	17300	14898	143
GCF_030035675.1	rRhiFlo1.hap2	Rhineura floridana	2307419594	27857	20552	2695
GCF_017976425.1	fToxJac2.pri	Toxotes jaculatrix	621503431	26242	22290	249
GCF_902150065.1	fMyrMur1.1	Myripristis murdjan	835254674	26968	23439	380
GCF_032191835.1	APGP_CSIRO_Hbin_v1	Heteronotia binoei	2633446684	25370	20682	913
GCF_905404315.1	ilLepSina1.1	Leptidea sinapis	685583065	15767	12469	389
GCF_021462225.1	DD_fGirMul_XY1	Girardinichthys multiradiatus	1150004004	29994	23723	453
GCF_947563725.1	qqArgBrue1.1	Argiope bruennichi	1778384155	37666	18361	207
GCF_030014385.1	fTriRos1.hap1	Trichomycterus rosablanca	1045025885	36333	22952	1071
GCF_007399415.2	rGopEvg1_v1.p	Gopherus evgoodei	2298547364	26465	20174	1311
GCF_015220745.1	fSebUmb1.pri	Sebastes umbrosus	800904020	30334	23881	345
GCF_947568885.1	ilCydStro3.1	Cydia strobilella	542588748	15974	14042	175
GCF_016906955.1	ROS_Pafr_v1	Phacochoerus africanus	2435083091	27929	20276	2889
GCF_017639745.1	fMelBoe1.pri	Melanotaenia boesemani	865575964	29291	24098	382
GCF_024542735.1	iyBomHunt1.1	Bombus huntii	317402180	15072	11088	429
GCF_905332965.1	iyBomPasc1.1	Bombus pascuorum	307548333	12432	10380	217
GCF_948474715.1	ilCydAmpl1.1	Cydia amplana	504318984	16089	14262	99
GCF_905475345.1	iyVesVulg1.1	Vespula vulgaris	188185082	11788	9996	39
GCF_021901455.1	iyNeoLeco1.1	Neodiprion lecontei	272073844	14732	11969	131
GCF_007474595.2	mLynCan4.pri.v2	Lynx canadensis	2407810255	29379	19742	3503
GCF_019925205.1	ASM1992520v1	Metopolophium dirhodum	480811620	21365	17524	1954
GCF_028390025.1	aPseCor3.hap2	Pseudophryne corroboree	8872758793	186827	24591	33511
GCF_900747795.2	fErpCal1.3	Erpetoichthys calabaricus	3613534470	27285	22075	653
GCF_009819535.1	rLacAgi1.pri	Lacerta agilis	1391387079	23190	20325	491
GCF_910591565.1	ilCydSple1.2	Cydia splendana	630601649	17541	14646	182
GCF_016746235.2	Prin_Dtei_1.1	Drosophila teissieri	149494471	15460	14352	216
GCF_900634415.1	fCotGob3.1	Cottoperca gobio	609391784	25595	21272	703
GCF_030684315.1	sSteTig4.hap1	Stegostoma tigrinum	3198515386	24913	19223	729
GCF_903992535.2	mArvAmp1.2	Arvicola amphibius	2297766297	28375	21424	3237
GCF_025860055.1	RBS_HiC_50CHRs	Xyrauchen texanus	2186806939	46520	38655	2947
GCF_900634625.1	fParRan2.1	Parambassis ranga	551012959	27955	23248	522
GCF_024139225.1	mSunEtr1.pri.cur	Suncus etruscus	2471666657	39091	19819	5239
GCF_021155775.1	iyNeoPine1.1	Neodiprion pinetum	272498186	14430	11930	130
GCF_022539355.2	HSTE1.2	Hippoglossus stenolepis	602147347	27944	21933	767
GCF_903995435.1	mAcoRus1.1	Acomys russatus	2301522284	29331	20811	5096
GCF_030144855.1	sHypSab1.hap1	Hypanus sabinus	4044869043	30308	22522	1048
GCF_029499605.1	aHylSar1.hap1	Hyla sarda	4142159359	102483	22847	17885
GCF_027579735.1	aBomBom1.pri	Bombina bombina	10019663791	31613	22468	1998
GCF_901765095.1	aMicUni1.1	Microcaecilia unicolor	4685923413	26246	20868	781
GCF_022539665.2	CSIRO_AGI_Dcar_HiC_V3	Daphnia carinata	108144665	18849	13206	922
GCF_036172545.1	AGI_CSIRO_Cbre_v1	Culicoides brevitarsis	129492607	11708	11137	63
GCF_949774975.1	mLagAlb1.1	Lagenorhynchus albirostris	2544819402	28611	19117	3592
GCF_901001135.1	aRhiBiv1.1	Rhinatrema bivittatum	5319222779	28114	21554	620
GCF_024516045.1	iyBomAffi1.2	Bombus affinis	365123313	15252	10718	281
GCF_900700375.1	fDenClu1.1	Denticeps clupeoides	567401054	40130	23474	4375
GCF_963584025.1	fLabMix1.1	Labrus mixtus	740563171	41941	22740	6514
GCF_902148845.1	fSalaFa1.1	Salarias fasciatus	797490645	29119	24392	772
GCF_902148855.1	fSphaOr1.1	Sphaeramia orbicularis	1342662642	29725	24116	1145
GCF_902500255.1	fThaAma1.1	Thalassophryne amazonica	2446592878	31773	22351	1082
GCF_007364275.1	fArcCen1	Archocentrus centrarchus	932930362	29275	25253	995
GCF_033978785.1	RoL_Eaeq_v1.1	Entelurus aequoreus	1892198045	35927	25442	719
GCF_900634775.1	fGouWil2.1	Gouania willdenowi	937150793	28295	22983	1424
GCF_903798145.1	fDanAes4.1	Danio aesculapii	1381485597	34673	24964	816
GCF_947347685.1	fPlePla1.1	Pleuronectes platessa	687388084	37917	22945	1231
GCF_010909765.2	sAmbRad1.1.pri	Amblyraja radiata	2558784953	25978	18474	939
GCF_949786415.1	PerEre_H2_v1	Peromyscus eremicus	2916547091	33180	22148	3811
GCF_011750605.1	ASM1175060v1	Drosophila busckii	118492362	13311	12712	30
GCF_024586455.1	APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	Bactrocera neohumeralis	577326612	17402	13929	1026
GCF_014825855.1	ASM1482585v1	Bombus pyrosoma	254804690	12481	10600	195
GCF_020080835.1	MPM_Cglom_v2.3	Cotesia glomerata	288846213	17144	14119	213
GCF_902827115.1	fPseGeo1.1	Pseudochaenichthys georgianus	1026101545	29469	23287	912
GCF_029784155.1	ASM2978415v1	Uranotaenia lowii	1077644186	23533	18976	407
GCF_006345805.1	ASM634580v1	Octopus sinensis	2719136158	29784	18886	1317
GCF_963692335.1	fOsmEpe2.1	Osmerus eperlanus	508721272	34446	23565	453
GCF_024868665.1	Trosa_1v2	Triplophysa rosa	684805028	27242	24185	434
GCF_943734635.1	idAnoCruzAS_RS32_06	Anopheles cruzii	184069349	12401	11841	108
GCF_943735745.2	idAnoBellAS_SP24_06.2	Anopheles bellator	169575294	11682	11226	34
GCF_002201575.2	ASM220157v2	Neomonachus schauinslandi	2419443398	27736	19838	4734
GCF_023721935.1	Puncia_PCG_1.0	Panthera uncia	2433972596	31171	20201	3696
GCF_011077185.1	BPBGC_Ojam_1.0	Oxyura jamaicensis	1147585764	23874	16416	72
GCF_026283585.1	UHH_iyHylVolc1.0_haploid	Hylaeus volcanicus	252651163	13239	11583	61
GCF_002776525.5	ASM277652v5	Piliocolobus tephrosceles	2993041957	35364	21528	7117
GCF_019175285.1	SceUnd_v1.1	Sceloporus undulatus	1905484175	23443	19905	670
GCF_013103735.1	CSU_Ecrag_1.0	Etheostoma cragini	643078674	27709	21827	224
GCF_012273895.1	Zerene_cesonia_1.1	Zerene cesonia	266405969	12772	11924	23
GCF_900094665.2	CAROLI_EIJ_v1.1	Mus caroli	2552816249	32457	21002	6273
GCF_008632895.1	UCSF_Mcou_1	Mastomys coucha	2507168619	37046	20166	6325
GCF_900095145.1	PAHARI_EIJ_v1.1	Mus pahari	2475012951	29483	20482	5529
GCF_008692095.1	UIUC_Espe_1.0	Etheostoma spectabile	854790067	38154	22341	1630
GCF_010883055.1	B_treatae_v1	Belonocnema kinseyi	1538686255	16343	14488	308
GCF_023898315.1	iqSchNite1.1	Schistocerca nitens	8822555691	72560	17500	6288
GCF_023864275.1	iqSchCanc2.1	Schistocerca cancellata	8536877781	103533	16907	6571
GCF_030265065.1	ASM3026506v1	Corythoichthys intestinalis	1326793283	27920	21732	413
GCF_023864345.2	iqSchSeri2.2	Schistocerca serialis cubense	9082806520	75810	17237	7394
GCF_036321145.1	Pm_UMD_F	Pelmatolapia mariae	940981472	31626	24599	1018
GCF_021461385.2	iqSchPice1.1	Schistocerca piceifrons	8742443784	96806	17490	10058
GCF_025434085.1	ASM2543408v3	Hippocampus zosterae	544504747	29466	20321	352
GCF_019802595.1	ASM1980259v1	Syngnathoides biaculeatus	636519225	24966	19565	954
GCF_021155765.1	iyDipSimi1.1	Diprion similis	270225736	12856	11030	170
GCF_021155785.1	iyNeoFabr1.1	Neodiprion fabricii	260422217	13886	11597	117
GCF_021901495.1	iyNeoVirg1.1	Neodiprion virginianus	262970509	13903	11693	93
GCF_021028975.2	MPM_Stown_v2.3	Sphaerodactylus townsendi	1810846735	21793	18976	549
GCF_030247185.1	Malgen_1.1	Malaya genurostris	831262279	15668	13580	357
GCF_954871325.1	tfGorSpeb1-WG-v2	Gordionus sp. m RMFG-2023	287640266	10079	8321	33
GCF_033978795.1	RoL_Noph_v1.0	Nerophis ophidion	1845757181	35195	23280	2986
GCF_029220125.1	NWPU_hadal_v1	Pseudoliparis swirei	626438928	25676	21161	666
GCF_029784135.1	ASM2978413v1	Toxorhynchites rutilus septentrionalis	903034419	21469	16491	1286
GCF_004354385.1	UK_Dinn_1.0	Drosophila innubila	167978031	15094	13595	154
GCF_030247195.1	ASM3024719v1	Topomyia yanbarensis	1168159140	20654	17140	853
GCF_032854445.1	CUHK_Ljap_v2	Liolophura japonica	609495693	21224	17422	133
GCF_016097555.1	Gae_host_genome	Gigantopelta aegis	1149605642	26793	22556	1017
GCF_014466175.1	ASM1446617v1	Vespula pensylvanica	179370016	11390	9936	21
GCF_016433145.1	AgileGrace	Gracilinanus agilis	3701017385	26561	21142	3333
GCF_002910315.2	ASM291031v2	Salvelinus sp. IW2-2015	2169536488	46775	36435	4336
