Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_000151425.1	ASM15142v1	Trichophyton rubrum CBS 118892	22502330	8713	8616	1
GCF_000182895.1	CC3	Coprinopsis cinerea okayama7#130	36150142	13657	13355	12
GCF_000300575.1	Agabi_varbisH97_2	Agaricus bisporus var. bisporus H97	30233745	10606	10444	5
GCF_000769745.1	ASM76974v1	Penicillium expansum	32356048	11060	11060	
GCF_000225545.1	AOL24927 1.0	Orbilia oligospora ATCC 24927	40072829	11479	11479	
GCF_001661255.1	Wican1	Wickerhamomyces anomalus NRRL Y-366-8	14145566	6571	6417	
GCF_009771025.1	ASM977102v1	Colletotrichum fructicola	58056435	18126	18083	43
GCF_000187405.1	MetAcr_May2010	Metarhizium acridum CQMa 102	39422329	9974	9849	5
GCF_000143185.2	Schco3	Schizophyllum commune H4-8	38670379	16467	16187	1
GCF_000003835.1	ASM383v1	Clavispora lusitaniae ATCC 42720	12114892	6152	5935	5
GCF_000150115.1	ASM15011v1	Histoplasma capsulatum G186AR	30438878	9363	9253	1
GCF_900067095.1	F. proliferatum ET1 version 1	Fusarium proliferatum ET1	45210324	16488	16129	
GCF_012971845.1	ASM1297184v1	Lasiodiplodia theobromae	43694574	13054	13054	
GCF_000338995.1	Cocsa1	Bipolaris sorokiniana ND90Pr	34409167	12304	12210	2
GCF_000187425.2	MAA 2.0	Metarhizium robertsii ARSEF 23	41656800	11688	11688	
GCF_000226545.1	ASM22654v1	Podospora anserina S mat+	34718894	10527	10518	9
GCF_011745365.1	Crypa2	Cryphonectria parasitica EP155	43870411	11709	11588	2
GCF_000203795.2	v1.1	Batrachochytrium dendrobatidis JAM81	23810896	8386	8386	
GCF_000149845.2	SJ5	Schizosaccharomyces japonicus yFS275	11733154	5224	4878	9
GCF_000315645.1	PdigPd1_v1	Penicillium digitatum Pd1	26053171	8946	8946	
GCF_000230375.1	ASM23037v1	Plenodomus lingam JN3	45124619	12469	12469	
GCF_000170995.1	TRIVI v2.0	Trichoderma virens Gv29-8	39022666	12382	12382	
GCF_002708625.1	Rhimi1_1	Rhizopus microsporus ATCC 52813	25972395	10958	10888	
GCF_001653265.1	ASM165326v1	Purpureocillium lilacinum	38534601	11850	11763	1
GCF_013340325.1	ASM1334032v1	Aspergillus tubingensis	35047229	11809	11476	
GCF_000230625.1	Exop_derm_V1	Exophiala dermatitidis NIH/UT8656	26350763	9355	9284	1
GCF_000151335.2	JCVI-cpa1-1.0	Coccidioides posadasii C735 delta SOWgp	27013412	7253	7227	
GCF_015533775.1	ASM1553377v1	Penicillium roqueforti	26941230	9810	9781	
GCF_001477535.1	Pneu_jiro_RU7_V2	Pneumocystis jirovecii RU7	8396240	3811	3761	
GCF_000260195.1	FO_II5_V1	Fusarium odoratissimum NRRL 54006	46553780	16975	16634	7
GCF_002117355.1	PosplRSB12_1	Postia placenta MAD-698-R-SB12	42452888	12716	12537	16
GCF_000149925.1	ASM14992v1	Puccinia graminis f. sp. tritici CRL 75-36-700-3	88644628	16308	15799	73
GCF_028827155.1	ASM2882715v1	Penicillium citrinum	31396546	11664	11664	
GCF_030867785.1	Colac2	Colletotrichum acutatum	49057477	15371	15032	5
GCF_000149335.2	ASM14933v2	Coccidioides immitis RS	28947925	9905	9757	4
GCF_000359705.1	Setospaeria trucica Et28A v1.0	Exserohilum turcica Et28A	43013545	11835	11687	2
GCF_000143565.1	V1.0	Laccaria bicolor S238N-H82	64877444	18261	18213	48
GCF_000354255.1	CocheC4_1	Bipolaris maydis ATCC 48331	32929167	12777	12673	8
GCF_000143365.1	ASM14336v1	Chaetomium globosum CBS 148.51	34276485	11224	11040	2
GCF_000721775.1	Aureobasidium pullulans var. melanogenum CBS 110374 v1.0	Aureobasidium melanogenum CBS 110374	26203324	10582	10582	
GCF_000151145.1	ASM15114v1	Microsporum canis CBS 113480	23241642	8847	8765	1
GCF_003444635.1	ASM344463v2	Morchella importuna	50927171	11642	11642	
GCF_003344945.1	Aspwel1	Aspergillus welwitschiae	37511876	13957	13684	5
GCF_002926055.2	CanHae_1.0	[Candida] haemuloni	13274804	5409	5249	3
GCF_000988165.1	ASM98816v1	Vairimorpha ceranae	5690748	3265	3209	19
GCF_000151645.1	ASM15164v1	Tuber melanosporum	124945702	7420	7420	
GCF_000204055.1	v1.0	Melampsora larici-populina 98AG31	101129028	16263	16255	8
GCF_000961545.1	S_schenckii_v1	Sporothrix schenckii 1099-18	32375103	10389	10277	
GCF_000271585.1	Trametes versicolor v1.0	Trametes versicolor FP-101664 SS1	44794008	14562	14292	2
GCF_000523455.1	Cochliobolus miyabeanus v1.0	Bipolaris oryzae ATCC 44560	31362097	12000	12000	
GCF_000149985.1	ASM14998v1	Pyrenophora tritici-repentis Pt-1C-BFP	37840464	12300	12169	25
GCF_001632365.1	Laesu1	Laetiporus sulphureus 93-53	39909705	13840	13739	1
GCF_000182805.3	ASM18280v2	Sordaria macrospora k-hell	38151803	10406	9831	117
GCF_019207475.1	ASM1920747v1	Ogataea angusta	8903801	5442	5441	
GCF_014235925.1	CTRU02	Colletotrichum truncatum	56102516	15888	15888	
GCF_003025115.1	Trici v4.0	Trichoderma citrinoviride	33215161	9929	9734	
GCF_001664045.1	Hanpo2	Ogataea polymorpha	8974371	5233	5153	
GCF_026319165.1	ASM2631916v1	Colletotrichum fioriniae	49301785	12775	12392	
GCF_000143105.1	Sanger-454-IlluminaPA_2.0	Grosmannia clavigera kw1407	29794006	8311	8311	
GCF_001638985.1	Phybl2	Phycomyces blakesleeanus NRRL 1555(-)	53939167	16850	16542	
GCF_000218685.1	v1.0	Serpula lacrymans var. lacrymans S7.9	42797233	12908	12905	3
GCF_000146915.1	ASM14691v2	Parastagonospora nodorum SN15	37164226	16114	15990	27
GCF_000151125.1	ASM15112v2	Trichophyton benhamiae CBS 112371	22224160	8031	7973	19
GCF_000003525.1	BD_ER3_V1	Blastomyces dermatitidis ER-3	66568269	10080	9754	194
GCF_000403515.1	ASM40351v1	Pseudozyma hubeiensis SY62	18442938	7619	7472	
GCF_001636725.1	ISF 1.0	Cordyceps fumosorosea ARSEF 2679	33485962	10061	10061	
GCF_001561935.1	ASM156193v1	Penicillium griseofulvum	29140916	9629	9629	
GCF_000836115.1	Exop_spin_CBS89968_V1	Exophiala spinifera	32912349	12110	12049	3
GCF_003724135.2	ASM372413v2	Verticillium nonalfalfae	31747483	9626	9430	
GCF_004154835.1	ASM415483v1	Alternaria arborescens	33943449	12895	12885	10
GCF_000275845.1	Dichomitus squalens v1.0	Dichomitus squalens LYAD-421 SS1	42748430	12497	12275	8
GCF_000145635.1	Gae_graminis_V2	Gaeumannomyces tritici R3-111a-1	43618147	14749	14458	80
GCF_000150505.1	SO6	Schizosaccharomyces octosporus yFS286	11634473	5347	4986	
GCF_000814965.1	MBR_1.0	Metarhizium brunneum ARSEF 3297	37066166	10689	10689	
GCF_000349005.2	Pneumo_murina_B123_V4	Pneumocystis murina B123	7501343	3675	3623	
GCF_003019875.1	Amore1	Amorphotheca resinae ATCC 22711	28632918	9642	9642	
GCF_000340215.1	Mycfi2	Pseudocercospora fijiensis CIRAD86	74141167	13125	13059	18
GCF_001329695.1	Rhoba1_1	Rhodotorula graminis WP1	21013998	7376	7222	3
GCF_000213175.1	v2.0	Neurospora tetrasperma FGSC 2508	39146333	10379	10379	
GCF_000150735.1	Paracocci_br_Pb18_V2	Paracoccidioides brasiliensis Pb18	29952540	8522	8390	1
GCF_028828025.1	ASM2882802v1	Penicillium rubens	30336503	11626	11626	
GCF_020360975.1	ASM2036097v1	Hirsutella rhossiliensis	81749301	12181	12053	
GCF_028827555.1	ASM2882755v1	Penicillium brevicompactum	34726155	12371	12367	4
GCF_013390195.1	ASM1339019v1	Colletotrichum siamense	62936415	15190	15190	
GCF_002926085.2	CanDuoHae_v1.0	[Candida] duobushaemulonis	12557957	5329	5173	2
GCF_020744475.1	Fusre1	Fusarium redolens	52563400	17353	17049	4
GCF_020137385.1	ASM2013738v1	Morchella sextelata	53569587	13182	13182	
GCF_000732125.1	ScApio1.0	Scedosporium apiospermum	43437139	10920	8376	2544
GCF_026229845.1	ASM2622984v1	Diaporthe amygdali	51483502	15635	15635	
GCF_030913485.1	Colgo1	Colletotrichum godetiae	51652851	16406	16071	4
GCF_023601865.1	ASM2360186v2	Aspergillus affinis	37565501	11661	11661	
GCF_002072235.1	ASM207223v1	Penicillium solitum	33184895	11900	11870	
GCF_000320565.1	Septoria musiva SO2202 v1.0	Sphaerulina musiva SO2202	29352103	10228	10144	8
GCF_035048745.1	Mvel_NIH1002.PB.canu.pilon.trimmedMito	Mucor velutinosus	40195241	13535	13295	
GCF_000708205.1	Mixia osmundae v1.0	Mixia osmundae IAM 14324	13634488	6838	6838	
GCF_000516985.1	PFICI	Pestalotiopsis fici W106-1	51910726	15413	15413	
GCF_000182565.1	S_punctatus_V1	Spizellomyces punctatus DAOM BR117	24131112	9169	8950	5
GCF_000320585.1	Heterobasidion irregulare v2.0	Heterobasidion irregulare TC 32-1	33649967	13270	13269	1
GCF_001477545.1	Pneu_cari_B80_V3	Pneumocystis carinii B80	7661456	3695	3646	
GCF_000349305.1	ASM34930v2	Malassezia sympodialis ATCC 42132	7669689	3517	3318	199
GCF_000271645.1	Treme1	Tremella mesenterica DSM 1558	28639919	8292	8291	1
GCF_000523435.1	Cochliobolus carbonum v1.0	Bipolaris zeicola 26-R-13	31267936	12848	12848	
GCF_000464535.1	EPUS	Endocarpon pusillum Z07020	37130611	9238	9238	
GCF_000298775.1	ASM29877v1	Drepanopeziza brunnea f. sp. 'multigermtubi' MB_m1	51949877	10025	10025	
GCF_028827405.1	ASM2882740v1	Penicillium crustosum	32953279	12343	12313	30
GCF_028828655.1	ASM2882865v1	Penicillium verrucosum	32831822	11555	11555	
GCF_011075155.1	ASM1107515v1	Colletotrichum scovillei	52001227	13459	13419	
GCF_003851025.1	SCP_1.1	Sparassis crispa	39020349	13339	13157	
GCF_020726555.1	Boeex1	Boeremia exigua	35322113	12996	12871	1
GCF_030867565.1	CCOSS01	Colletotrichum costaricense	51625248	17065	17065	
GCF_025882075.1	ASM2588207v1	Dioszegia hungarica	20956552	8321	8234	4
GCF_003942205.1	ASM394220v1	Apiotrichum porosum	25479456	9719	9143	
GCF_021365365.1	Ilyrob1	Ilyonectria robusta	59648482	20715	20496	23
GCF_900519145.1	Uho2_v1	Ustilago hordei	26637005	7703	7449	
GCF_022264815.1	Fomros1	Rhodofomes roseus	38369625	13143	12986	4
GCF_018340605.1	Asppvi_assembly01	Aspergillus pseudoviridinutans	33330675	11495	11280	
GCF_000835515.1	Exop_olig_CBS72588_V1	Exophiala oligosperma	38224514	11938	11893	1
GCF_030869225.1	CABS01	Colletotrichum abscissum	53936108	17223	17223	
GCF_001896365.1	ASM189636v1	Talaromyces amestolkiae	33721883	10404	10403	1
GCF_000835495.1	Clad_immu_CBS83496_V1	Cladophialophora immunda	43029152	12879	12830	4
GCF_002105105.1	Prola1	Protomyces lactucae-debilis	12928838	6768	6722	1
GCF_030435595.1	Armtab1	Desarmillaria tabescens	74875987	19381	19031	70
GCF_003013735.1	Cand_pseudohaemulonii_B12108	[Candida] pseudohaemulonii	12591275	5285	5134	1
GCF_001481775.2	TGAM01v2	Trichoderma gamsii	37908251	11171	11171	
GCF_018404265.1	Aspvir_assembly01	Aspergillus viridinutans	34888349	10238	10039	
GCF_001642045.1	Parsp1	Paraphaeosphaeria sporulosa	38464024	14839	14729	6
GCF_030869305.1	CTAM01	Colletotrichum tamarilloi	52071711	17330	17330	
GCF_001907595.1	ASM190759v1	Talaromyces atroroseus	30858562	9523	9523	
GCF_000836295.1	O_gall_CBS43764	Verruconis gallopava	31780469	9871	9818	5
GCF_016758785.1	Suibov1	Suillus bovinus	47496138	13655	13537	1
GCF_022478825.1	Dalcal1	Daldinia caldariorum	35556611	10553	10397	7
GCF_022495145.1	Xylbam139988_1	Xylaria bambusicola	45705225	12324	12119	7
GCF_009193445.1	Asppset1	Aspergillus pseudotamarii	38243929	13663	13428	1
GCF_010724455.1	ASM1072445v1	Aspergillus lentulus	30229310	10506	10293	
GCF_000264905.1	Stehi1	Stereum hirsutum FP-91666 SS1	46511623	14449	14062	48
GCF_000527765.1	Cochliobolus victoriae v1.0	Bipolaris victoriae FI3	32829575	12882	12882	
GCF_001027345.1	Triol1	Cutaneotrichosporon oleaginosum	19835558	8602	8320	3
GCF_000264995.1	Punctularia strigosozonata v1.0	Punctularia strigosozonata HHB-11173 SS5	34171901	11644	11537	2
GCF_000271605.1	Fomme1	Fomitiporia mediterranea MF3/22	63354419	11411	11330	
GCF_002846915.1	Aspergillus ochraceoroseus IBT 24754 v1.1	Aspergillus ochraceoroseus IBT 24754	27718211	8974	8825	3
GCF_030347475.1	UMN_CgA_1	Cadophora gregata	47765811	15026	14721	
GCF_002865645.1	Melbi2	Hyaloscypha bicolor E	82384847	18640	18598	14
GCF_001890725.1	Aspwe1	Aspergillus wentii DTO 134E9	31350635	12658	12434	3
GCF_000281105.1	Coni_apol_CBS100218 _V1	Coniosporium apollinis CBS 100218	28645321	9367	9308	4
GCF_000392275.1	UCRPA7V03	Phaeoacremonium minimum UCRPA7	47465449	8834	8834	
GCF_000600275.1	Eurhe1	Aspergillus ruber CBS 135680	26209327	10239	10064	2
GCF_000150975.2	MS_CBS118893	Nannizzia gypsea CBS 118893	23249403	9029	8921	
GCF_000151505.1	ASM15150v1	Trichophyton verrucosum HKI 0517	22540967	8075	8017	17
GCF_000300595.1	Phanerochaete carnosa HHB-10118-Sp v1.0	Phanerochaete carnosa HHB-10118-sp	46293325	14080	13918	24
GCF_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539	37178225	11883	11753	7
GCF_000003855.2	BD_SLH14081_V1	Blastomyces gilchristii SLH14081	75353942	10148	9692	306
GCF_000003515.1	ASM351v2	Uncinocarpus reesii 1704	22327935	7855	7759	
GCF_030549165.1	Lasmin1	Lasiosphaeria miniovina	49418628	15242	14966	3
GCF_011692745.1	ASM1169274v1	Arthroderma uncinatum	23563256	7083	7016	
GCF_020744385.1	Fuseq1	Fusarium flagelliforme	40328194	13910	13580	2
GCF_033439725.1	Gelte1	Neurospora tetraspora	43856413	11717	11250	37
GCF_033439085.1	Chafi1	Chaetomium fimeti	35321551	11628	11448	
GCF_028828765.1	ASM2882876v1	Penicillium canescens	46284494	14207	14180	
GCF_033458365.1	Neuhi1	Neurospora hispaniola	40807401	10876	10446	36
GCF_019650295.1	Ck_assembly01	Cercospora kikuchii	34440063	13001	13001	
GCF_020726525.1	Truan1	Truncatella angustata	47102642	14971	14775	4
GCF_022984875.1	Hypfra2	Hypoxylon fragiforme	36400909	10382	10262	3
GCF_000820605.1	S_brasiliensis_5110_v1	Sporothrix brasiliensis 5110	33205847	9231	9091	
GCF_020744255.1	Mictri1	Microdochium trichocladiopsis	49282715	16222	16023	1
GCF_030867605.1	CPAR01	Colletotrichum paranaense	49177916	16727	16727	
GCF_020736505.1	Altro1	Alternaria rosae	33831682	12727	12640	7
GCF_019321695.1	ASM1932169v1	Diaporthe batatas	54186171	13864	13864	
GCF_021365285.1	Talpro1	Talaromyces proteolyticus	37611490	13665	13585	
GCF_002251995.1	ASM225199v2	Wickerhamiella sorbophila	8129113	4740	4740	
GCF_013461495.1	Bfra_R1V1	Botrytis fragariae	41923773	12345	12345	
GCF_036884685.1	Schxyl1	Scheffersomyces xylosifermentans	17250428	6350	6180	
GCF_014066315.1	Lelup_v1.1	Letharia lupina	49166941	11073	11013	
GCF_025528875.1	Mycafr1	Mycotypha africana	29202882	11085	10914	15
GCF_019456465.1	ASM1945646v1	Bacidia gigantensis	33117897	9279	9228	
GCF_030913505.1	Colph1	Colletotrichum phormii	51666170	15598	15209	17
GCF_029532465.1	Liptet1	Lipomyces tetrasporus	20779202	8094	8004	
GCF_002847485.1	Aspcam1	Aspergillus campestris IBT 28561	28257496	9824	9655	6
GCF_008694065.1	Dalch_JS-1345	Daldinia childiae	38652569	9567	9567	
GCF_022836535.1	Cspa_1.0	Colletotrichum spaethianum	50915707	13261	12842	
GCF_002102565.1	Kocim1	Kockovaella imperatae	17465713	7428	7392	4
GCF_036370985.1	Kaz3	Kazachstania heterogenica	14370535	5441	5205	7
GCF_024521635.1	Tripra1	Tricharina praecox	38357564	10719	10412	3
GCF_037950935.1	Myxme1	Myxozyma melibiosi	15330035	6393	6299	1
GCF_016647635.1	Suisub1	Suillus subaureus	57660940	15900	15739	11
GCF_014066305.1	Lecol_v1.0	Letharia columbiana	52265057	13385	13310	
GCF_010015615.1	Cucbe1	Cucurbitaria berberidis CBS 394.84	32905402	12468	12384	11
GCF_900044065.1	Genome assembly version 1	Fusarium mangiferae	46292722	16140	15796	
GCF_025024165.1	Kicala1	Kickxella alabastrina	22263034	7463	7284	
GCF_024613125.1	Pisori2	Pisolithus orientalis	57997239	12436	12202	26
GCF_022578515.1	Anntru1	Annulohypoxylon truncatum	38067699	11304	11144	17
GCF_015039405.1	Cananz1	Cantharellus anzutake	120173979	17292	16954	18
GCF_016647745.1	Suiplo1	Suillus plorans	51861001	16525	16397	6
GCF_019049425.1	ASM1904942v1	Scheffersomyces spartinae	12132557	5268	5045	
GCF_000836435.1	Fons_mult_CBS_102226_V1	Fonsecaea multimorphosa CBS 102226	33447075	12405	12369	1
GCF_022478715.1	Daldec1	Daldinia decipiens	35255283	10881	10735	8
GCF_016647785.1	Suifus1	Suillus fuscotomentosus	79655913	18660	18510	3
GCF_022497035.1	Dalver1	Daldinia vernicosa	35841789	10827	10670	10
GCF_004353045.1	ASM435304v1	Thyridium curvatum	40366568	12451	12451	
GCF_001500285.1	Phisc1	Mollisia scopiformis	48876257	18648	18556	10
GCF_016758755.1	Suidis1	Suillus discolor	60609832	16641	16509	10
GCF_022478755.1	Dalloc1	Daldinia loculata	37819304	10988	10825	10
GCF_022114955.1	ASM2211495v2	Emericellopsis cladophorae	26937373	8523	8523	
GCF_022376455.1	Epityp1	Epithele typhae	56143418	13990	13761	2
GCF_016628075.1	Suipal1	Suillus paluster	61993750	16708	16585	2
GCF_016758775.1	Suicli1	Suillus clintonianus	46838326	15647	15528	1
GCF_002847045.1	Aspcand1	Aspergillus candidus	27317772	9803	9639	1
GCF_001831195.1	CORC01	Colletotrichum orchidophilum	48556462	14452	14452	
GCF_000585565.1	Capr_epim_CBS_606_96_V1	Capronia epimyces CBS 606.96	28889638	10468	10468	
GCF_003184585.1	Aspsac1	Aspergillus saccharolyticus JOP 1030-1	31096189	10381	10064	3
GCF_030411735.1	Phiatr1	Phialemonium atrogriseum	33593884	11483	11400	
GCF_033296635.1	Chafun1 v1.0	Dichotomopilus funicola	32615522	9442	9290	
GCF_025399195.1	Umbra1	Umbelopsis ramanniana AG	23077072	10039	9915	2
GCF_000804445.1	MAM 1.0 for version 1 of the Metarhizium album genome	Metarhizium album ARSEF 1941	30449065	8472	8472	
GCF_000803265.1	ASM80326v1	Ordospora colligata OC4	2290528	1879	1820	
GCF_900074925.1	version 1	Ramularia collo-cygni	32254922	11544	11491	
GCF_000738915.1	Nema_sp_1_ERTm6_V2	Nematocida ausubeli	4276041	2490	2430	
GCF_000271625.1	Conpu1	Coniophora puteana RWD-64-598 SS2	42968544	13894	13756	1
GCF_003144115.1	Tilwa1	Tilletiopsis washingtonensis	18761941	7053	7005	
GCF_016647625.1	Suisu1	Suillus subalutaceus	64971567	17233	17080	18
GCF_019112545.1	Guyne1	Guyanagaster necrorhizus MCA 3950	53686691	14487	14263	21
GCF_025094135.1	Mucmuc1	Mucor mucedo	46086937	14226	14042	1
GCF_022376445.1	Antser1	Fomitopsis serialis	66694225	17581	17405	3
GCF_001661345.1	Ascru1	Ascoidea rubescens DSM 1968	17503998	6962	6785	1
GCF_033297405.1	Thiap1	Parathielavia appendiculata	32737472	12100	11916	17
GCF_033297395.1	Thiar1	Canariomyces notabilis	30991681	11104	10947	4
GCF_000250985.1	Nema_parisii_ERTm1_V3	Nematocida parisii ERTm1	4071346	2724	2661	
GCF_002237265.1	ASM223726v2	Aspergillus thermomutatus	30945974	9701	9701	
GCF_012550715.1	ASM1255071v1	Geosmithia morbida	26543684	7826	7812	14
GCF_000192795.1	Vavr_culi_floridensis_V1	Vavraia culicis subsp. floridensis	6118689	2825	2773	
GCF_000231115.1	Vitt_corn_V1	Vittaforma corneae ATCC 50505	3213516	2293	2239	
GCF_000417875.1	Pflocc_1.0	Pseudozyma flocculosa PF-1	23305380	6877	6877	
GCF_000149585.1	ASM14958v1	Histoplasma mississippiense (nom. inval.)	32988475	9402	9313	12
GCF_000150825.1	ASM15082v1	Verticillium alfalfae VaMs.102	32833495	10488	10237	5
GCF_028827145.1	ASM2882714v1	Penicillium concentricum	29963931	11702	11702	
GCF_028829585.1	ASM2882958v1	Penicillium vulpinum	31511571	11521	11521	
GCF_028829835.1	ASM2882983v1	Penicillium mononematosum	30158902	11810	11810	
GCF_028828465.1	ASM2882846v1	Penicillium psychrosexuale	27827857	10487	10487	
GCF_014595645.1	ASM1459564v1	Diaporthe citri	63685968	15918	15761	
GCF_028828445.1	ASM2882844v1	Penicillium paradoxum	28923777	9859	9857	2
GCF_013390185.1	ASM1339018v1	Colletotrichum aenigma	59189926	15190	15190	
GCF_014461135.1	ASM1446113v1	Mycena indigotica	72886219	13735	13735	
GCF_028827395.1	ASM2882739v1	Penicillium hordei	33792161	12337	12337	
GCF_028826775.1	ASM2882677v1	Penicillium argentinense	33838379	12143	12143	
GCF_028828555.1	ASM2882855v1	Penicillium taxi	27925195	10052	10052	
GCF_028828045.1	ASM2882804v1	Penicillium odoratum	32405987	12001	12000	1
GCF_028829765.1	ASM2882976v1	Penicillium waksmanii	37575496	13502	13502	
GCF_028826845.1	ASM2882684v1	Penicillium canariense	31521451	10805	10805	
GCF_028828085.1	ASM2882808v1	Penicillium nucicola	31087567	11519	11518	1
GCF_028827525.1	ASM2882752v1	Penicillium daleae	39657045	12824	12821	3
GCF_028827895.1	ASM2882789v1	Penicillium longicatenatum	32457776	11980	11980	
GCF_027946475.1	ASM2794647v1	Didymosphaeria variabile	39450705	12728	12535	
GCF_028827025.1	ASM2882702v1	Penicillium cataractarum	37446941	12828	12825	3
GCF_028828015.1	ASM2882801v1	Penicillium pulvis	32647626	12165	12165	
GCF_028827165.1	ASM2882716v1	Penicillium cosmopolitanum	40034523	14288	14273	15
GCF_028826855.1	ASM2882685v1	Penicillium coprophilum	29014640	10983	10982	1
GCF_028828005.1	ASM2882800v1	Penicillium manginii	38623079	13795	13794	1
GCF_028974085.1	ASM2897408v1	Penicillium chermesinum	27581382	10821	10820	1
GCF_028974065.1	ASM2897406v1	Penicillium cinerascens	29467041	11023	11022	1
GCF_028829465.1	ASM2882946v1	Penicillium soppii	32085433	12167	12167	
GCF_028827735.1	ASM2882773v1	Penicillium macrosclerotiorum	33645934	11713	11713	
GCF_028827265.1	ASM2882726v1	Penicillium atrosanguineum	28612168	10999	10997	2
GCF_028974205.1	ASM2897420v1	Penicillium antarcticum	30836278	11212	11212	
GCF_028827665.1	ASM2882766v1	Penicillium hispanicum	27868179	10111	10111	
GCF_028827675.1	ASM2882767v1	Penicillium lagena	27859125	11858	11858	
GCF_028827695.1	ASM2882769v1	Penicillium maclennaniae	27935234	10267	10267	
GCF_028828195.1	ASM2882819v1	Penicillium verhagenii	32288599	11673	11673	
GCF_028828495.1	ASM2882849v1	Penicillium riverlandense	27919989	11255	11255	
GCF_028827545.1	ASM2882754v1	Penicillium diatomitis	33965862	9582	9580	2
GCF_028826915.1	ASM2882691v1	Penicillium bovifimosum	27188871	10403	10402	1
GCF_028826965.1	ASM2882696v1	Penicillium alfredii	27430394	10161	10161	
GCF_037102585.1	ASM3710258v1	Saccharomycopsis crataegensis	17100033	6419	6419	
GCF_907166805.1	ALTATR162	Alternaria atra	39606256	12172	12172	
GCF_036872675.1	ASM3687267v1	Lithohypha guttulata	24440621	8794	8740	
GCF_024043145.1	ASM2404314v1	Alternaria conjuncta	36109959	11758	11648	
GCF_001651985.1	ASM165198v1	Fonsecaea erecta	34747975	12120	12090	
GCF_014898535.1	ASM1489853v1	Botrytis deweyae	44366920	12465	12465	
GCF_019207285.1	ASM1920728v1	Ogataea haglerorum	8874124	5407	5407	
GCF_011947395.1	ASM1194739v2	Colletotrichum karsti	51850041	13328	13328	
GCF_026319265.1	ASM2631926v1	Colletotrichum chrysophilum	55966644	14530	14123	
GCF_903064755.1	KABA2	Kazachstania barnettii	12616033	5473	5267	
GCF_013396075.1	ASM1339607v1	Fusarium subglutinans	44177197	14039	14039	
GCF_003316985.1	ASM331698v1	Fusarium coffeatum	37769732	11779	11779	
GCF_900007245.1	AQF_AC_PRJEB9495_v1	Priceomyces carsonii	11764505	6179	6179	
GCF_024244095.1	nhom_JUm1504	Nematocida homosporus	4282417	2542	2542	
GCF_000313525.1	ASM31352v1	Fibroporia radiculosa	28378039	9184	9184	
GCF_000149245.1	CNA3	Cryptococcus neoformans var. grubii H99	18891193	8338	6975	4
GCF_000149955.1	ASM14995v2	Fusarium oxysporum f. sp. lycopersici 4287	61386934	21353	20924	9
GCF_000149385.1	ASM14938v1	Cryptococcus neoformans var. neoformans B-3501A	19699782	6609	6500	
GCF_003184595.1	Asplac1	Aspergillus niger CBS 101883	35853610	13359	13082	5
GCF_000300555.1	Agabi_varbur_1	Agaricus bisporus var. burnettii JB137-S8	32614392	11443	11255	4
