Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_018502625.1	ASM1850262v1	Pseudomonas hormoni	6481491	6031	5835	105
GCF_030687835.1	ASM3068783v1	Pseudomonas hefeiensis	6451026	5825	5513	225
GCF_028657945.1	ASM2865794v1	Thalassomonas haliotis	6450155	5565	5388	33
GCF_007197555.1	ASM719755v1	Shewanella psychropiezotolerans	6449204	5784	5289	337
GCF_019891175.1	ASM1989117v1	Leptothermofonsia sichuanensis E412	6426061	5648	5320	243
GCF_012913485.1	ASM1291348v1	Luteolibacter luteus	6412079	5264	5190	14
GCF_014107495.1	ASM1410749v1	Cohnella cholangitidis	6408853	5976	5700	181
GCF_016765655.2	ASM1676565v2	Skermanella mucosa	7840710	7291	7078	127
GCF_010731895.1	ASM1073189v1	Mycolicibacterium helvum	6400811	6074	5918	99
GCF_021389955.1	ASM2138995v1	Fulvivirga maritima	6392613	5394	5270	57
GCF_029028125.1	ASM2902812v1	Pseudoduganella chitinolytica	6387078	5639	5439	91
GCF_013374995.1	ASM1337499v1	Pseudomonas eucalypticola	6401699	5808	5615	81
GCF_004015185.1	ASM401518v1	Clostridium manihotivorum	6364326	5740	5480	119
GCF_011009015.1	ASM1100901v1	Spartinivicinus ruber	6687090	6120	5979	60
GCF_012295525.1	ASM1229552v1	Oxynema aestuarii AP17	6357750	5165	5031	41
GCF_004328625.1	ASM432862v1	Streptomyces seoulensis	6426245	5877	5708	82
GCF_003028855.1	ASM302885v1	Pseudoduganella armeniaca	6337491	5636	5406	124
GCF_010725885.1	ASM1072588v1	Mycolicibacterium tokaiense	6328149	6109	5994	59
GCF_006517255.1	ASM651725v1	Janthinobacterium tructae	6314370	5630	5477	31
GCF_022867795.2	ASM2286779v2	Chitinophaga horti	6309489	5157	5064	18
GCF_019141525.1	ASM1914152v1	Pseudomonas alvandae	6307666	5691	5556	49
GCF_032268605.1	ASM3226860v1	Paenibacillus aurantius	6303770	5718	5559	44
GCF_025398155.2	ASM2539815v2	Roseateles amylovorans	6289366	5183	5047	54
GCF_014268375.2	ASM1426837v2	Pseudomonas salmasensis	6289056	5711	5491	129
GCF_016807805.1	ASM1680780v1	Xanthobacter dioxanivorans	6650762	6357	6012	286
GCF_017086365.1	ASM1708636v1	Paenibacillus tianjinensis	6273877	5822	5623	78
GCF_019263705.2	ASM1926370v2	Pseudonocardia abyssalis	6305989	6195	6062	79
GCF_014274465.1	ASM1427446v1	Alloacidobacterium dinghuense	6271114	5286	5195	34
GCF_013466425.1	ASM1346642v1	Mycobacterium vicinigordonae	6266765	5677	5526	99
GCF_021654575.1	ASM2165457v1	Desulfoluna limicola	6263790	4831	4722	10
GCF_003260975.1	ASM326097v1	Echinicola strongylocentroti	6252144	4807	4714	33
GCF_023822005.2	ASM2382200v2	Dyadobacter fanqingshengii	6272774	5281	5217	15
GCF_030687935.1	ASM3068793v1	Pseudomonas cucumis	6248910	5693	5508	91
GCF_020215665.1	ASM2021566v1	Blautia parvula	6247046	5642	5479	79
GCF_018141445.1	ASM1814144v1	Vallitalea pronyensis	6325483	5297	5199	20
GCF_026686735.1	ASM2668673v1	Pseudomonas triclosanedens	6245384	5776	5646	51
GCF_014268275.3	ASM1426827v3	Pseudomonas tritici	6240195	5776	5622	68
GCF_010730195.1	ASM1073019v1	Mycobacterium conspicuum	6237139	5754	5570	129
GCF_036670025.1	ASM3667002v1	Niallia oryzisoli	6231504	6190	5796	175
GCF_012849555.1	ASM1284955v1	Massilia forsythiae	6370297	5421	5229	78
GCF_019139795.1	ASM1913979v1	Pseudomonas azerbaijanorientalis	6228218	5660	5459	105
GCF_006494775.1	ASM649477v1	Nocardioides humi	6220618	6236	5948	234
GCF_010730355.1	ASM1073035v1	Mycobacterium florentinum	6219859	5906	5723	130
GCF_010731715.1	ASM1073171v1	Mycobacterium stomatepiae	6210822	5935	5381	499
GCF_900564155.1	PRJEB26455	Pedobacter schmidteae	6198518	5012	4934	3
GCF_010731775.1	ASM1073177v1	Mycobacterium mantenii	6185541	5793	5518	221
GCF_003173755.1	ASM317375v1	Methylobacterium terrae	6162702	5766	5571	79
GCF_028596025.1	ASM2859602v1	Mucilaginibacter jinjuensis	6157393	5338	5264	8
GCF_019139895.1	ASM1913989v1	Pseudomonas fakonensis	6147080	5438	5284	55
GCF_007750395.1	ASM775039v1	Polystyrenella longa	6125480	4505	4437	11
GCF_014495845.1	ASM1449584v1	Aquibium microcysteis	6109263	5770	5652	53
GCF_019139815.1	ASM1913981v1	Pseudomonas asgharzadehiana	6107031	5601	5449	61
GCF_022919135.1	ASM2291913v1	Hymenobacter cellulosivorans	6101666	5195	5102	35
GCF_016806835.2	ASM1680683v2	Skermanella rosea	7759404	7304	7119	98
GCF_010731655.1	ASM1073165v1	Mycobacterium paraseoulense	6085955	5753	5561	140
GCF_014268585.2	ASM1426858v2	Pseudomonas iranensis	6073514	5527	5379	59
GCF_016894445.1	ASM1689444v1	Dyadobacter sandarakinus	6071216	5041	4981	8
GCF_005281475.1	ASM528147v1	Echinicola rosea	6064527	4751	4672	22
GCF_003940825.1	ASM394082v1	Pseudomonas oryziphila	6049604	5535	5357	76
GCF_014268595.2	ASM1426859v2	Pseudomonas hamedanensis	6045338	5360	5224	48
GCF_010725485.1	ASM1072548v1	Mycolicibacterium parafortuitum	6044196	5734	5601	77
GCF_013283875.1	ASM1328387v1	Mucilaginibacter mali	6044097	5171	5108	6
GCF_019977655.1	ASM1997765v1	Clostridium gelidum	6041432	5582	5371	96
GCF_010731815.2	ASM1073181v2	Mycolicibacterium arabiense	6451210	6152	5997	100
GCF_019456655.1	ASM1945665v1	Mycolicibacterium diernhoferi	5998503	5738	5610	72
GCF_007741515.1	ASM774151v1	Adhaeretor mobilis	5996859	4784	4663	38
GCF_023821985.2	ASM2382198v2	Dyadobacter chenhuakuii	6083856	5117	5055	11
GCF_019139835.1	ASM1913983v1	Pseudomonas xanthosomatis	5987104	5293	5128	67
GCF_030378165.1	ASM3037816v1	Flavobacterium panacagri	5976098	5079	4971	12
GCF_010728525.1	ASM1072852v1	Mycobacterium shottsii	5973149	5644	4678	913
GCF_003015185.1	ASM301518v1	Ahniella affigens	6120935	4659	4562	38
GCF_014217805.1	ASM1421780v1	Adhaeribacter swui	6225914	4913	4842	16
GCF_022370635.2	ASM2237063v3	Mycolicibacterium crocinum	6183573	6068	5901	112
GCF_015710575.1	ASM1571057v2	Mycolicibacterium mengxianglii	5962395	5719	5536	127
GCF_003855095.1	ASM385509v1	Gordonia insulae	5962176	5440	5303	83
GCF_021172045.1	ASM2117204v1	Capillimicrobium parvum	5953270	5766	5693	20
GCF_010730575.1	ASM1073057v1	Mycobacterium parmense	5952912	5563	5340	169
GCF_029023725.1	ASM2902372v1	Synoicihabitans lomoniglobus	5926369	4629	4550	15
GCF_010726245.1	ASM1072624v1	Mycolicibacterium aichiense	5925482	5727	5621	48
GCF_008728855.1	ASM872885v1	Hypericibacter terrae	5894118	5411	5322	29
GCF_004421005.1	ASM442100v1	Pseudoduganella plicata	5887622	5275	5042	126
GCF_003122385.1	ASM312238v1	Flavobacterium crocinum	5877431	4952	4857	9
GCF_010729895.1	ASM1072989v1	Mycolicibacterium confluentis	5876557	5552	5423	73
GCF_026191725.2	ASM2619172v2	Roseibium porphyridii	5942770	5494	5410	18
GCF_018968705.1	ASM1896870v1	Pseudomonas lijiangensis	5870232	5032	4912	32
GCF_008843145.1	ASM884314v1	Skermanella pratensis	5869433	5506	5320	103
GCF_008728835.1	ASM872883v1	Hypericibacter adhaerens	5865246	5259	5184	15
GCF_018437505.1	ASM1843750v1	Spiractinospora alimapuensis	5864354	5455	5282	112
GCF_028416635.1	ASM2841663v1	Baekduia alba	5863246	5861	5775	31
GCF_018279705.1	ASM1827970v1	Tardiphaga alba	5857905	5614	5347	208
GCF_009906855.1	ASM990685v1	Xylophilus rhododendri	5873400	5486	5316	105
GCF_010731115.1	ASM1073111v1	Mycolicibacterium phocaicum	5853197	5680	5479	130
GCF_007004545.3	ASM700454v3	Shewanella eurypsychrophilus	5851320	5056	4835	53
GCF_007993755.1	ASM799375v1	Microvenator marinus	5847748	4853	4758	39
GCF_027111295.1	ASM2711129v2	Flavobacterium gelatinilyticum	5832845	4974	4868	20
GCF_022919215.1	ASM2291921v1	Hymenobacter cellulosilyticus	6087913	6170	5780	334
GCF_014692875.1	ASM1469287v1	Pedobacter riviphilus	5825361	4967	4835	67
GCF_026802175.1	ASM2680217v1	Thermocoleostomius sinensis A174	5809202	5029	4894	75
GCF_003344865.1	ASM334486v1	Euzebya pacifica	6371455	5647	5508	50
GCF_007971385.1	ASM797138v1	Arachidicoccus ginsenosidivorans	5773153	5004	4847	98
GCF_012849055.1	ASM1284905v1	Spirosoma rhododendri	6049537	5213	5034	125
GCF_009193295.2	ASM919329v2	Bacteroides luhongzhouii	5760088	4429	4226	115
GCF_019139675.1	ASM1913967v1	Pseudomonas maumuensis	5758328	5113	4969	40
GCF_010729305.1	ASM1072930v1	Mycolicibacterium psychrotolerans	5732362	5564	5384	124
GCF_008727715.1	ASM872771v1	Mesorhizobium terrae	6024790	5779	5658	61
GCF_004323735.1	ASM432373v1	Streptomonospora litoralis	5814190	5078	4952	53
GCF_021233055.1	ASM2123305v1	Spirosoma oryzicola	7333475	6115	6041	19
GCF_010728325.1	ASM1072832v1	Mycolicibacterium poriferae	5929171	5653	5450	148
GCF_010727325.1	ASM1072732v1	Mycolicibacterium alvei	6016846	5838	5644	109
GCF_009689585.1	ASM968958v1	Aquipluma nitroreducens	5712279	4768	4687	19
GCF_010729665.1	ASM1072966v1	Mycolicibacterium madagascariense	5940375	5658	5504	98
GCF_016925615.1	ASM1692561v1	Natronosporangium hydrolyticum	5699854	5188	5046	85
GCF_021227995.1	ASM2122799v1	Novosphingobium kaempferiae	5698134	5218	5120	40
GCF_010731855.1	ASM1073185v1	Mycolicibacterium anyangense	5696751	5430	5321	54
GCF_020463795.1	ASM2046379v1	Echinicola marina	5693670	4598	4513	25
GCF_021216675.1	ASM2121667v1	Streptomyces gobiensis	5691859	5308	5098	130
GCF_013127955.1	ASM1312795v1	Spirosoma taeanense	5719932	4784	4710	23
GCF_004214895.1	ASM421489v1	Pseudomonas tructae	5685196	5227	5068	60
GCF_002886045.1	ASM288604v1	Flavivirga eckloniae	5665358	4616	4549	15
GCF_003063625.1	ASM306362v1	Saccharobesus litoralis	5871129	4449	4334	28
GCF_010726645.1	ASM1072664v1	Mycolicibacterium duvalii	5657388	5437	5291	91
GCF_005116675.2	ASM511667v2	Desulfosediminicola ganghwensis	5653142	4838	4698	45
GCF_021228795.1	ASM2122879v1	Thiocapsa bogorovii	5649927	5051	4885	108
GCF_009708215.1	ASM970821v1	Occultella kanbiaonis	5648255	5213	5116	37
GCF_023272795.1	ASM2327279v1	Flavobacterium humidisoli	5636211	4758	4648	20
GCF_021184025.1	ASM2118402v1	Rhodopseudomonas boonkerdii	5632343	5192	5086	52
GCF_015500095.1	ASM1550009v1	Phototrophicus methaneseepsis	5631885	4875	4815	5
GCF_023746555.1	ASM2374655v1	Brevibacillus ruminantium	5636736	5534	5311	73
GCF_018141425.1	ASM1814142v1	Vallitalea guaymasensis	5626074	4840	4745	17
GCF_014218355.1	ASM1421835v1	Anaerocolumna chitinilytica	5621910	4935	4829	28
GCF_006542275.1	ASM654227v1	Saccharibacillus brassicae	5619468	4753	4614	35
GCF_014268885.2	ASM1426888v2	Pseudomonas xantholysinigenes	5607668	4999	4863	38
GCF_900292015.1	MB901379	Mycobacterium basiliense	5607630	4807	4603	150
GCF_900637665.1	52437_G01	Chryseobacterium nakagawai	5602501	5145	4995	25
GCF_000807775.2	ASM80777v2	Pandoraea fibrosis	5592065	4942	4817	44
GCF_026278345.1	ASM2627834v1	Tellurirhabdus rosea	5582807	4701	4628	9
GCF_018278905.1	ASM1827890v1	Mycobacterium spongiae	5581157	4554	4359	144
GCF_002075285.3	ASM207528v3	Halomicronema hongdechloris C2206	5577845	5200	5074	71
GCF_026898155.1	ASM2689815v1	Jiella pelagia	5945794	5765	4905	801
GCF_030758975.1	ASM3075897v1	Bosea beijingensis	5560387	5359	5206	100
GCF_018736085.1	ASM1873608v1	Bradyrhizobium sediminis	5554208	5340	5190	95
GCF_006575665.1	ASM657566v1	Echinicola soli	5550304	4284	4207	17
GCF_003173735.1	ASM317373v1	Methylobacterium radiodurans	5539695	5267	5086	98
GCF_010731595.1	ASM1073159v1	Mycobacterium seoulense	5531300	5181	5022	104
GCF_007971225.1	ASM797122v1	Panacibacter ginsenosidivorans	5528026	4688	4631	5
GCF_019139535.1	ASM1913953v1	Pseudomonas muyukensis	5527654	4916	4785	32
GCF_022430545.2	ASM2243054v2	Mycobacterium paraterrae	5522624	5271	5124	90
GCF_017352115.1	ASM1735211v1	Flavobacterium endoglycinae	5513159	4741	4648	10
GCF_009901525.1	ASM990152v1	Kordia antarctica	5500985	4649	4566	22
GCF_009931695.1	ASM993169v1	Anaerocolumna sedimenticola	5500435	5028	4780	162
GCF_030506305.1	ASM3050630v1	Porifericola rhodea	5487627	4518	4449	20
GCF_010725725.1	ASM1072572v1	Mycolicibacterium pulveris	5484749	5373	5249	69
GCF_022846615.1	ASM2284661v1	Roseomonas fluvialis	5481269	5254	5178	16
GCF_033954455.1	ASM3395445v1	Thiorhodovibrio litoralis	5466623	4920	4764	99
GCF_900637205.1	50279_G01	Mycolicibacterium chitae	5461769	5236	5107	74
GCF_027111255.2	ASM2711125v2	Flavobacterium flavigenum	5427275	4513	4393	38
GCF_015679185.1	ASM1567918v1	Pedobacter endophyticus	5426070	4449	4376	10
GCF_029625315.1	ASM2962531v1	Flavobacterium ginsengisoli	5414540	5171	4447	632
GCF_014269225.2	ASM1426922v2	Pseudomonas anuradhapurensis	5393636	4937	4795	40
GCF_021165955.1	ASM2116595v1	Massilia endophytica	5387550	4926	4822	10
GCF_003258705.1	ASM325870v1	Arcticibacterium luteifluviistationis	5379839	4408	4356	7
GCF_021183825.1	ASM2118382v1	Sinomicrobium kalidii	5364211	4342	4259	23
GCF_021278965.1	ASM2127896v1	Chryseobacterium capnotolerans	5357258	5131	4710	297
GCF_027111275.1	ASM2711127v3	Flavobacterium luteolum	5356995	4534	4435	14
GCF_007971025.1	ASM797102v1	Mucilaginibacter ginsenosidivorans	5352833	4920	4852	13
GCF_021379005.1	ASM2137900v1	Leptodesmis sichuanensis A121	5348817	4998	4779	164
GCF_023516215.1	ASM2351621v1	Cytobacillus pseudoceanisediminis	5690443	6038	5053	835
GCF_017569925.1	ASM1756992v1	Brenneria izadpanahii	5330697	4782	4503	175
GCF_018137965.1	ASM1813796v1	Luteolibacter ambystomatis	5321988	4187	4113	15
GCF_010727945.1	ASM1072794v1	Mycobacterium cookii	5318517	5024	4872	96
GCF_026870155.1	ASM2687015v3	Flavobacterium marginilacus	5319561	4426	4292	51
GCF_021655555.1	ASM2165555v1	Marinagarivorans cellulosilyticus	5311067	4302	4231	14
GCF_022921055.1	ASM2292105v1	Hymenobacter volaticus	7126218	6336	6019	250
GCF_013307435.2	ASM1330743v2	Microvirga terrae	6129832	5699	5519	100
GCF_007431345.1	ASM743134v1	Chitinimonas arctica	5292479	4798	4672	43
GCF_003713065.1	ASM371306v1	Cohnella candidum	5289049	4899	4766	42
GCF_003931855.1	ASM393185v1	Paenibacillus lentus	5288676	4743	4517	123
GCF_016638705.1	ASM1663870v1	Lysinibacillus agricola	5285903	5375	5067	178
GCF_030064165.1	ASM3006416v1	Comamonas resistens	5298694	4960	4775	58
GCF_017298635.1	ASM1729863v1	Alicyclobacillus mengziensis	5293537	4954	4798	54
GCF_009193325.2	ASM919332v2	Bacteroides zhangwenhongii	5320612	4268	4088	91
GCF_020526085.1	ASM2052608v1	Klebsiella africana	5443802	5245	5024	99
GCF_001866075.3	ASM186607v3	Anaerobacillus isosaccharinicus	5227144	5338	5116	85
GCF_007752345.1	ASM775234v1	Planctopirus ephydatiae	5214061	3904	3819	9
GCF_024347215.1	ASM2434721v1	Aliamphritea ceti	5213210	4734	4622	11
GCF_007970665.1	ASM797066v1	Baekduia soli	5212251	5228	5111	64
GCF_024347195.1	ASM2434719v1	Aliamphritea hakodatensis	5208344	4735	4622	12
GCF_003970675.1	ASM397067v1	Flammeovirga pectinis	6680108	5201	5062	10
GCF_015101885.1	ASM1510188v1	Massilia litorea	5347093	4794	4655	35
GCF_007641255.1	ASM764125v1	Sporomusa termitida	5316008	4967	4787	38
GCF_005671395.1	ASM567139v1	Jejubacter calystegiae	5182800	4885	4687	86
GCF_013004105.1	ASM1300410v1	Gemmatimonas groenlandica	5179092	4447	4368	23
GCF_012676905.1	ASM1267690v1	Paenibacillus albicereus	5168992	4614	4456	48
GCF_006065315.1	ASM606531v1	Aureibaculum algae	5168958	4393	4325	20
GCF_014395975.1	ASM1439597v1	Diaphorobacter ruginosibacter	5167372	4678	4514	79
GCF_022921095.1	ASM2292109v1	Hymenobacter aerilatus	5279535	4455	4376	18
GCF_024220175.1	ASM2422017v1	Paraconexibacter antarcticus	5138448	5032	4932	46
GCF_007362775.1	ASM736277v1	Microlunatus elymi	5121194	4724	4615	56
GCF_011046535.1	ASM1104653v1	Nocardioides anomalus	5120341	5154	5047	50
GCF_014168535.1	ASM1416853v1	Lacibacter sediminis	5119652	4314	4255	5
GCF_010728725.1	ASM1072872v1	Mycobacterium branderi	5979623	5856	5647	155
GCF_001984825.2	ASM198482v2	Enterobacter chengduensis	5218125	5004	4769	120
GCF_009817885.1	ASM981788v1	Serratia rhizosphaerae	5098052	4763	4542	99
GCF_029625295.1	ASM2962529v1	Flavobacterium gyeonganense	5095879	4329	4073	177
GCF_010731535.1	ASM1073153v1	Mycobacterium lacus	5092988	4781	4351	379
GCF_023078475.1	ASM2307847v1	Luteibacter aegosomaticola	5091598	4575	4495	19
GCF_016591975.1	ASM1659197v1	Anaeromicropila herbilytica	5089009	4345	4229	14
GCF_009650095.1	ASM965009v1	Gracilibacillus salitolerans	5088110	4766	4586	93
GCF_006337165.1	ASM633716v1	Hymenobacter jejuensis	5086993	4216	4156	8
GCF_007970805.1	ASM797080v1	Flavisolibacter ginsenosidimutans	5079621	4369	4316	7
GCF_029323795.1	ASM2932379v1	Zobellia alginiliquefaciens	5066785	4184	4120	10
GCF_026314945.1	ASM2631494v1	Chryseobacterium fluminis	5069351	4605	4385	116
GCF_027111335.1	ASM2711133v2	Flavobacterium aquiphilum	5054800	4115	4017	23
GCF_019933155.2	ASM1993315v2	Metabacillus dongyingensis	5416110	5326	5104	100
GCF_010730745.1	ASM1073074v1	Mycobacterium heidelbergense	5050576	4714	4486	177
GCF_025403485.1	ASM2540348v1	Chryseobacterium paludis	5050391	4598	4493	15
GCF_014269025.2	ASM1426902v2	Pseudomonas promysalinigenes	5046521	4586	4431	55
GCF_003072645.1	ASM307264v1	Dongshaea marina	5112152	4909	4528	233
GCF_005862305.2	ASM586230v2	Rhizobium indicum	7533049	7307	7055	188
GCF_003149515.1	ASM314951v1	Hymenobacter nivis	5027597	4529	4411	63
GCF_010731795.1	ASM1073179v1	Mycolicibacterium celeriflavum	5024249	4870	4704	111
GCF_009834345.1	ASM983434v1	Billgrantia tianxiuensis	5015118	4909	4426	402
GCF_021172065.1	ASM2117206v1	Pseudocitrobacter corydidari	5015040	4693	4516	54
GCF_018595675.2	ASM1859567v2	Flavihumibacter fluvii	5001887	4340	4286	11
GCF_030295405.1	ASM3029540v1	Mesoterricola silvestris	4994678	4300	4226	12
GCF_023078495.1	ASM2307849v1	Luteibacter aegosomatissinici	4994364	4471	4385	26
GCF_014297575.1	ASM1429757v1	Dyella telluris	4991029	4342	4265	16
GCF_026278245.1	ASM2627824v1	Pontibacter kalidii	5054860	4300	4229	12
GCF_022374935.2	ASM2237493v2	Mycolicibacter virginiensis	4980142	4666	4552	59
GCF_009931655.1	ASM993165v1	Pontibacter russatus	4965849	4139	4050	34
GCF_003595175.1	ASM359517v1	Pseudomonas cavernae	4949615	4519	4344	90
GCF_014489535.1	ASM1448953v1	Diaphorobacter aerolatus	4948189	4842	3973	791
GCF_019797845.1	ASM1979784v1	Symbiopectobacterium purcellii	4942431	4629	4238	284
GCF_030263935.1	ASM3026393v1	Paenibacillus polygoni	4939088	4703	4470	44
GCF_022200785.1	ASM2220078v1	Pedobacter mucosus	4929029	4150	4076	14
GCF_003991565.1	ASM399156v1	Butyricimonas faecalis	4976422	4281	4155	51
GCF_021018745.1	ASM2101874v1	Gloeobacter morelensis MG652769	5102396	4940	4829	60
GCF_030388725.1	ASM3038872v1	Prodigiosinella aquatilis	4977093	4647	4356	184
GCF_014211975.1	ASM1421197v1	Teredinibacter haidensis	4915572	3988	3908	31
GCF_019900845.1	ASM1990084v1	Paraneptunicella aestuarii	4913533	3881	3802	16
GCF_007567505.1	ASM756750v1	Shewanella donghaensis	4912773	4178	4017	22
GCF_003955735.1	ASM395573v1	Undibacterium parvum	4910324	4306	4190	32
GCF_020923435.1	ASM2092343v1	Brevibacillus humidisoli	4908260	4832	4634	80
GCF_003594935.2	ASM359493v2	Enterobacter huaxiensis	5037746	4816	4628	74
GCF_020042345.1	ASM2004234v1	Arachidicoccus terrestris	4901925	3789	3719	11
GCF_019039255.1	ASM1903925v1	Nocardioides panacis	4901775	4903	4636	212
GCF_035320885.1	ASM3532088v1	Blastococcus brunescens	4901425	6581	5669	852
GCF_012849215.1	ASM1284921v1	Mucilaginibacter robiniae	4984039	4383	4299	24
GCF_010448835.1	ASM1044883v1	Draconibacterium halophilum	4895399	4091	4000	39
GCF_008329985.2	ASM832998v2	Halomonas binhaiensis	4895269	4272	4166	23
GCF_030252245.1	ASM3025224v1	Shewanella goraebulensis	4893483	4126	3985	10
GCF_005484965.1	ASM548496v1	Brenneria nigrifluens DSM 30175 = ATCC 13028	4891702	4559	4340	118
GCF_022919835.1	ASM2291983v1	Halobacillus shinanisalinarum	4887025	4892	4563	229
GCF_013137895.1	ASM1313789v1	Hymenobacter taeanensis	4879662	4071	3985	27
GCF_019186805.1	ASM1918680v1	Comamonas fluminis	4908875	4509	4353	36
GCF_007922615.2	ASM792261v2	Nitratireductor mangrovi	4855325	4751	4657	40
GCF_018986915.1	ASM1898691v1	Geomonas oryzisoli	4846465	4213	4129	10
GCF_003403075.1	ASM340307v1	Flavobacterium psychrotrophum	4843008	4229	4133	32
GCF_004684345.1	ASM468434v1	Citrobacter tructae	4946572	4693	4487	90
GCF_003855395.1	ASM385539v1	Shewanella livingstonensis	4839879	4229	4037	66
GCF_030285785.1	ASM3028578v1	Parasedimentitalea psychrophila	5005898	4808	4507	206
GCF_003312915.1	ASM331291v1	Flavobacterium fluviale	4839571	4177	4084	10
GCF_000769405.2	CC275e2020	Rhizobium brockwellii	7118658	6874	6666	141
GCF_009664835.1	ASM966483v1	Allosaccharopolyspora coralli	4832009	4544	4441	39
GCF_019063885.1	ASM1906388v1	Geomonas nitrogeniifigens	4829642	4238	4152	11
GCF_010731875.1	ASM1073187v1	Mycolicibacterium sarraceniae	4828255	4866	4386	425
GCF_017161445.1	ASM1716144v1	Niveibacterium microcysteis	4854389	4415	4315	25
GCF_005473905.2	ASM547390v2	Ruminiclostridium herbifermentans	4817678	3857	3733	45
GCF_021596945.1	ASM2159694v1	Mongoliitalea daihaiensis	4816617	4051	3977	12
GCF_025639805.1	ASM2563980v1	Reichenbachiella carrageenanivorans	4812735	3855	3793	13
GCF_016865235.1	ASM1686523v1	Dyella caseinilytica	4812204	4210	4142	10
GCF_004347775.1	ASM434777v1	Pseudocnuella soli	4804510	4000	3933	5
GCF_024347255.1	ASM2434725v1	Amphritea atlantica	4804482	4434	4321	12
GCF_022919575.1	ASM2291957v1	Gracilibacillus salinarum	4801263	4457	4290	80
GCF_013201075.1	ASM1320107v1	Lichenicola cladoniae	6061304	5685	5416	206
GCF_032051675.1	ASM3205167v1	Candidatus Nitrospira neomarina	4796525	4158	4084	22
GCF_003325475.1	ASM332547v1	Chromobacterium phragmitis	4807151	4635	4490	17
GCF_003966895.1	ASM396689v1	Methylomusa anaerophila	4781198	4291	4177	27
GCF_010731635.1	ASM1073163v1	Mycobacterium noviomagense	4779798	4557	4327	176
GCF_004924335.1	ASM492433v1	Mycobacteroides salmoniphilum	4776697	4669	4543	65
GCF_005280735.1	ASM528073v1	Trinickia violacea	8576517	7814	7531	210
GCF_023078455.1	ASM2307845v1	Luteibacter aegosomatis	4757936	4246	4163	20
GCF_023983615.1	ASM2398361v1	Phormidium yuhuli AB48	4799068	4176	4084	38
GCF_024662015.1	ASM2466201v1	Nisaea acidiphila	4746001	4443	4371	8
GCF_004124235.1	ASM412423v1	Yersinia hibernica	4803435	4426	4234	82
GCF_006974105.1	ASM697410v1	Rhodoferax aquaticus	4737690	4391	4271	53
GCF_947241125.1	NsDNF	Nitrospira tepida	4731961	4506	4430	23
GCF_004355185.1	ASM435518v1	Hymenobacter radiodurans	4918966	4512	4304	154
GCF_024832785.1	ASM2483278v2	Fontisphaera persica	4726914	3554	3481	20
GCF_005943945.1	ASM594394v1	Aggregatimonas sangjinii	4723614	3963	3900	14
GCF_004295345.1	ASM429534v1	Shewanella maritima	4718011	4056	3832	93
GCF_019457635.1	ASM1945763v1	Shewanella mangrovisoli	4712843	4108	3957	17
GCF_004168365.1	ASM416836v1	Pseudolysobacter antarcticus	4728975	4072	3968	44
GCF_009831415.1	ASM983141v1	Yersinia canariae	4710154	4289	4107	73
GCF_003403095.1	ASM340309v1	Thalassospira indica	4701725	4371	4273	17
GCF_009738185.1	ASM973818v1	Erwinia sorbitola	4750253	4337	4169	45
GCF_019670125.1	ASM1967012v1	Agarivorans aestuarii	4687452	4342	4207	16
GCF_030540775.2	ASM3054077v2	Flavivirga abyssicola	4684200	3920	3854	16
GCF_027625995.1	ASM2762599v1	Hymenobacter yonginensis	4926765	4216	4132	21
GCF_014489595.1	ASM1448959v1	Paenacidovorax monticola	4679990	4526	3886	575
GCF_017309585.1	ASM1730958v1	Nitrogeniibacter aestuarii	4745026	4431	4348	16
GCF_021650975.2	ASM2165097v2	Flavobacterium jumunjinense	4683139	4268	4157	16
GCF_004337365.2	ASM433736v2	Rhizosphaericola mali	4701441	4099	4016	15
GCF_005166025.1	ASM516602v1	Mangrovivirga cuniculi	4661901	4204	4071	73
GCF_019457535.1	ASM1945753v1	Shewanella halotolerans	4661557	4048	3909	11
GCF_020715685.1	ASM2071568v1	Dermatobacter hominis	4661060	4345	4283	11
GCF_019704135.1	ASM1970413v1	Desulfuromonas versatilis	4656376	4165	4081	13
GCF_010669285.1	ASM1066928v1	Kineobactrum salinum	4649503	4276	4046	177
GCF_006385555.1	ASM638555v1	Shewanella polaris	4648537	4059	3880	55
GCF_016616095.2	ASM1661609v2	Breznakiella homolactica	4646109	4158	4081	19
GCF_014217335.1	ASM1421733v1	Teredinibacter purpureus	4893080	4400	4325	27
GCF_002951615.1	ASM295161v1	Rahnella sikkimica	5530672	5081	4855	122
GCF_004322855.1	ASM432285v1	Egibacter rhizosphaerae	4637169	4252	4154	45
GCF_020149935.1	ASM2014993v1	Marinilongibacter aquaticus	4635932	3957	3903	9
GCF_030490285.1	ASM3049028v1	Methylomonas montana	4634080	4296	4206	30
GCF_026651605.1	ASM2665160v1	Alicyclobacillus dauci	4881158	4900	4622	132
GCF_004295645.1	ASM429564v1	Limnobaculum zhutongyuii	4631943	4203	4002	102
GCF_009708005.2	ASM970800v2	Cellulosimicrobium protaetiae	4784181	4155	4075	17
GCF_015482775.1	ASM1548277v1	Kaustia mangrovi	4630536	4414	4264	97
GCF_003990335.1	ASM399033v1	Rheinheimera mangrovi	4628354	4133	4017	18
